Ensembl Gene ID	Ensembl Protein ID
ENSG00000127952	ENSP00000403033
ENSG00000127952	ENSP00000404495
ENSG00000127952	ENSP00000406073
ENSG00000127952	ENSP00000411812
ENSG00000128000	ENSP00000221355
ENSG00000128000	ENSP00000391641
ENSG00000128000	ENSP00000471501
ENSG00000128000	ENSP00000471669
ENSG00000128000	ENSP00000471726
ENSG00000128000	ENSP00000484593
ENSG00000128011	ENSP00000248668
ENSG00000128016	ENSP00000469647
ENSG00000128016	ENSP00000470200
ENSG00000128016	ENSP00000471239
ENSG00000128016	ENSP00000472329
ENSG00000128040	ENSP00000248701
ENSG00000128040	ENSP00000423858
ENSG00000128040	ENSP00000425961
ENSG00000128040	ENSP00000477722
ENSG00000128040	ENSP00000478284
ENSG00000128040	ENSP00000487028
ENSG00000128050	ENSP00000264221
ENSG00000128050	ENSP00000382595
ENSG00000128050	ENSP00000421096
ENSG00000128050	ENSP00000424053
ENSG00000128050	ENSP00000424907
ENSG00000128059	ENSP00000264220
ENSG00000128059	ENSP00000423781
ENSG00000128059	ENSP00000425119
ENSG00000128185	ENSP00000248879
ENSG00000128185	ENSP00000386052
ENSG00000128185	ENSP00000403341
ENSG00000128203	ENSP00000215906
ENSG00000128228	ENSP00000248958
ENSG00000128268	ENSP00000345270
ENSG00000128268	ENSP00000408075
ENSG00000128268	ENSP00000416226
ENSG00000128283	ENSP00000249014
ENSG00000128283	ENSP00000403710
ENSG00000128283	ENSP00000405006
ENSG00000128283	ENSP00000411682
ENSG00000128298	ENSP00000328876
ENSG00000128298	ENSP00000371085
ENSG00000128298	ENSP00000410074
ENSG00000128311	ENSP00000249042
ENSG00000128311	ENSP00000385828
ENSG00000128311	ENSP00000400764
ENSG00000128311	ENSP00000478739
ENSG00000128335	ENSP00000249066
ENSG00000128335	ENSP00000351292
ENSG00000128335	ENSP00000400486
ENSG00000128335	ENSP00000403153
ENSG00000128335	ENSP00000431231
ENSG00000128340	ENSP00000249071
ENSG00000128340	ENSP00000385270
ENSG00000128340	ENSP00000385590
ENSG00000128340	ENSP00000385666
ENSG00000128340	ENSP00000403778
ENSG00000128342	ENSP00000249075
ENSG00000128342	ENSP00000384450
ENSG00000128383	ENSP00000249116
ENSG00000128383	ENSP00000384359
ENSG00000128383	ENSP00000481904
ENSG00000128394	ENSP00000309749
ENSG00000128394	ENSP00000370977
ENSG00000128408	ENSP00000483356
ENSG00000128512	ENSP00000393486
ENSG00000128512	ENSP00000397412
ENSG00000128512	ENSP00000403504
ENSG00000128512	ENSP00000404179
ENSG00000128512	ENSP00000406298
ENSG00000128512	ENSP00000406468
ENSG00000128512	ENSP00000410746
ENSG00000128512	ENSP00000412834
ENSG00000128512	ENSP00000440944
ENSG00000128513	ENSP00000350249
ENSG00000128513	ENSP00000377002
ENSG00000128513	ENSP00000388921
ENSG00000128513	ENSP00000397632
ENSG00000128513	ENSP00000403088
ENSG00000128513	ENSP00000416820
ENSG00000128513	ENSP00000476290
ENSG00000128513	ENSP00000476371
ENSG00000128513	ENSP00000476506
ENSG00000128513	ENSP00000476673
ENSG00000128513	ENSP00000476981
ENSG00000128513	ENSP00000477258
ENSG00000128513	ENSP00000477320
ENSG00000128536	ENSP00000325954
ENSG00000128536	ENSP00000417198
ENSG00000128536	ENSP00000417771
ENSG00000128536	ENSP00000418958
ENSG00000128536	ENSP00000419017
ENSG00000128536	ENSP00000419593
ENSG00000128578	ENSP00000249344
ENSG00000128578	ENSP00000392393
ENSG00000128590	ENSP00000249356
ENSG00000128617	ENSP00000249389
ENSG00000128626	ENSP00000308845
ENSG00000128626	ENSP00000384579
ENSG00000128626	ENSP00000384952
ENSG00000128641	ENSP00000306382
ENSG00000128641	ENSP00000341903
ENSG00000128641	ENSP00000376130
ENSG00000128641	ENSP00000376132
ENSG00000128641	ENSP00000387610
ENSG00000128641	ENSP00000388140
ENSG00000128641	ENSP00000399459
ENSG00000128641	ENSP00000401324
ENSG00000128641	ENSP00000408454
ENSG00000128641	ENSP00000489544
ENSG00000128654	ENSP00000249442
ENSG00000128654	ENSP00000398757
ENSG00000128654	ENSP00000402204
ENSG00000128654	ENSP00000403545
ENSG00000128654	ENSP00000414176
ENSG00000128656	ENSP00000295497
ENSG00000128656	ENSP00000386322
ENSG00000128656	ENSP00000386469
ENSG00000128656	ENSP00000386470
ENSG00000128656	ENSP00000386741
ENSG00000128656	ENSP00000392603
ENSG00000128656	ENSP00000405270
ENSG00000128656	ENSP00000409798
ENSG00000128656	ENSP00000410496
ENSG00000128656	ENSP00000411911
ENSG00000128656	ENSP00000416316
ENSG00000128683	ENSP00000341167
ENSG00000128683	ENSP00000350928
ENSG00000128683	ENSP00000364421
ENSG00000128683	ENSP00000394255
ENSG00000128683	ENSP00000394948
ENSG00000128683	ENSP00000402366
ENSG00000128683	ENSP00000403849
ENSG00000128683	ENSP00000405917
ENSG00000128683	ENSP00000434696
ENSG00000128683	ENSP00000476147
ENSG00000128683	ENSP00000486612
ENSG00000128694	ENSP00000264151
ENSG00000128694	ENSP00000428859
ENSG00000128694	ENSP00000429385
ENSG00000128694	ENSP00000429697
ENSG00000128694	ENSP00000430062
ENSG00000128694	ENSP00000430879
ENSG00000128731	ENSP00000261609
ENSG00000128731	ENSP00000456237
ENSG00000128731	ENSP00000457745
ENSG00000128739	ENSP00000306223
ENSG00000128739	ENSP00000375105
ENSG00000128739	ENSP00000382969
ENSG00000128739	ENSP00000382972
ENSG00000128739	ENSP00000452342
ENSG00000128739	ENSP00000462211
ENSG00000128739	ENSP00000463458
ENSG00000128739	ENSP00000463510
ENSG00000128791	ENSP00000262120
ENSG00000128791	ENSP00000463331
ENSG00000128791	ENSP00000464458
ENSG00000128815	ENSP00000265453
ENSG00000128815	ENSP00000320563
ENSG00000128815	ENSP00000354141
ENSG00000128815	ENSP00000363276
ENSG00000128829	ENSP00000263791
ENSG00000128829	ENSP00000453148
ENSG00000128829	ENSP00000453575
ENSG00000128829	ENSP00000453968
ENSG00000128829	ENSP00000454210
ENSG00000128872	ENSP00000249700
ENSG00000128872	ENSP00000404590
ENSG00000128872	ENSP00000437743
ENSG00000128872	ENSP00000453524
ENSG00000128917	ENSP00000249749
ENSG00000128918	ENSP00000249750
ENSG00000128918	ENSP00000309623
ENSG00000128918	ENSP00000416754
ENSG00000128918	ENSP00000438296
ENSG00000128918	ENSP00000452850
ENSG00000128918	ENSP00000453292
ENSG00000128918	ENSP00000453408
ENSG00000128918	ENSP00000453600
ENSG00000128918	ENSP00000453734
ENSG00000128918	ENSP00000454028
ENSG00000128923	ENSP00000326194
ENSG00000128923	ENSP00000393231
ENSG00000128923	ENSP00000452885
ENSG00000128923	ENSP00000453425
ENSG00000128944	ENSP00000249776
ENSG00000128944	ENSP00000391233
ENSG00000128944	ENSP00000393001
ENSG00000128944	ENSP00000452758
ENSG00000128944	ENSP00000452788
ENSG00000128944	ENSP00000453126
ENSG00000128944	ENSP00000453213
ENSG00000128944	ENSP00000453421
ENSG00000128944	ENSP00000453867
ENSG00000128944	ENSP00000454086
ENSG00000128944	ENSP00000476263
ENSG00000128951	ENSP00000370376
ENSG00000128951	ENSP00000405160
ENSG00000128951	ENSP00000452749
ENSG00000128951	ENSP00000452814
ENSG00000128951	ENSP00000453667
ENSG00000128951	ENSP00000453683
ENSG00000128951	ENSP00000453717
ENSG00000128951	ENSP00000454041
ENSG00000128951	ENSP00000454183
ENSG00000128965	ENSP00000395466
ENSG00000128965	ENSP00000398105
ENSG00000128965	ENSP00000452707
ENSG00000128965	ENSP00000481816
ENSG00000128965	ENSP00000484644
ENSG00000128973	ENSP00000249806
ENSG00000128973	ENSP00000445770
ENSG00000128973	ENSP00000454818
ENSG00000128973	ENSP00000457384
ENSG00000128973	ENSP00000457783
ENSG00000128973	ENSP00000457822
ENSG00000129038	ENSP00000261921
ENSG00000129038	ENSP00000457827
ENSG00000129116	ENSP00000261509
ENSG00000129116	ENSP00000377327
ENSG00000129116	ENSP00000422016
ENSG00000129116	ENSP00000422135
ENSG00000129116	ENSP00000423063
ENSG00000129116	ENSP00000423640
ENSG00000129116	ENSP00000424016
ENSG00000129116	ENSP00000424121
ENSG00000129116	ENSP00000424288
ENSG00000129116	ENSP00000425556
ENSG00000129116	ENSP00000425729
ENSG00000129116	ENSP00000426947
ENSG00000129158	ENSP00000265965
ENSG00000129158	ENSP00000431314
ENSG00000129158	ENSP00000431490
ENSG00000129158	ENSP00000432763
ENSG00000129158	ENSP00000433383
ENSG00000129158	ENSP00000433870
ENSG00000129158	ENSP00000433884
ENSG00000129158	ENSP00000434188
ENSG00000129158	ENSP00000434330
ENSG00000129158	ENSP00000435003
ENSG00000129158	ENSP00000435898
ENSG00000129158	ENSP00000436080
ENSG00000129158	ENSP00000436111
ENSG00000129158	ENSP00000436648
ENSG00000129158	ENSP00000437297
ENSG00000129173	ENSP00000250024
ENSG00000129173	ENSP00000434199
ENSG00000129173	ENSP00000437326
ENSG00000129173	ENSP00000481103
ENSG00000129195	ENSP00000250056
ENSG00000129195	ENSP00000458534
ENSG00000129195	ENSP00000458584
ENSG00000129195	ENSP00000459235
ENSG00000129195	ENSP00000459597
ENSG00000129195	ENSP00000459860
ENSG00000129195	ENSP00000460894
ENSG00000129195	ENSP00000460912
ENSG00000129235	ENSP00000250101
ENSG00000129235	ENSP00000458157
ENSG00000129235	ENSP00000459868
ENSG00000129235	ENSP00000460577
ENSG00000129250	ENSP00000320821
ENSG00000129250	ENSP00000458697
ENSG00000129255	ENSP00000250124
ENSG00000129255	ENSP00000352876
ENSG00000129255	ENSP00000379758
ENSG00000129255	ENSP00000414071
ENSG00000129255	ENSP00000458741
ENSG00000129255	ENSP00000459306
ENSG00000129255	ENSP00000459409
ENSG00000129255	ENSP00000459498
ENSG00000129255	ENSP00000460864
ENSG00000129255	ENSP00000461183
ENSG00000129255	ENSP00000461499
ENSG00000129255	ENSP00000462229
ENSG00000129255	ENSP00000462500
ENSG00000129255	ENSP00000462839
ENSG00000129255	ENSP00000463037
ENSG00000129255	ENSP00000463056
ENSG00000129255	ENSP00000463966
ENSG00000129255	ENSP00000464158
ENSG00000129255	ENSP00000464524
ENSG00000129255	ENSP00000479257
ENSG00000129255	ENSP00000483915
ENSG00000129255	ENSP00000483943
ENSG00000129292	ENSP00000220847
ENSG00000129292	ENSP00000338269
ENSG00000129292	ENSP00000378775
ENSG00000129292	ENSP00000378777
ENSG00000129292	ENSP00000378784
ENSG00000129292	ENSP00000378788
ENSG00000129292	ENSP00000428091
ENSG00000129292	ENSP00000430688
ENSG00000129292	ENSP00000433125
ENSG00000129292	ENSP00000433524
ENSG00000129292	ENSP00000482945
ENSG00000129292	ENSP00000487068
ENSG00000129317	ENSP00000343081
ENSG00000129317	ENSP00000398497
ENSG00000129317	ENSP00000415899
ENSG00000129317	ENSP00000446865
ENSG00000129317	ENSP00000447706
ENSG00000129317	ENSP00000449222
ENSG00000129317	ENSP00000449502
ENSG00000129317	ENSP00000450341
ENSG00000129347	ENSP00000320917
ENSG00000129347	ENSP00000412919
ENSG00000129347	ENSP00000438000
ENSG00000129347	ENSP00000442213
ENSG00000129347	ENSP00000445789
ENSG00000129355	ENSP00000337056
ENSG00000129355	ENSP00000377224
ENSG00000129450	ENSP00000250360
ENSG00000129450	ENSP00000413861
ENSG00000129450	ENSP00000472483
ENSG00000129467	ENSP00000312126
ENSG00000129467	ENSP00000393177
ENSG00000129467	ENSP00000450477
ENSG00000129467	ENSP00000450481
ENSG00000129467	ENSP00000450843
ENSG00000129467	ENSP00000452250
ENSG00000129467	ENSP00000453259
ENSG00000129467	ENSP00000453893
ENSG00000129474	ENSP00000262713
ENSG00000129474	ENSP00000354491
ENSG00000129474	ENSP00000380543
ENSG00000129474	ENSP00000451649
ENSG00000129474	ENSP00000451772
ENSG00000129474	ENSP00000452325
ENSG00000129474	ENSP00000452369
ENSG00000129480	ENSP00000312224
ENSG00000129480	ENSP00000348503
ENSG00000129480	ENSP00000449624
ENSG00000129484	ENSP00000250416
ENSG00000129484	ENSP00000392972
ENSG00000129484	ENSP00000431867
ENSG00000129484	ENSP00000432283
ENSG00000129484	ENSP00000445524
ENSG00000129521	ENSP00000250457
ENSG00000129521	ENSP00000446572
ENSG00000129521	ENSP00000447470
ENSG00000129521	ENSP00000451316
ENSG00000129534	ENSP00000309790
ENSG00000129534	ENSP00000397184
ENSG00000129534	ENSP00000398902
ENSG00000129534	ENSP00000402011
ENSG00000129534	ENSP00000451783
ENSG00000129534	ENSP00000487102
ENSG00000129562	ENSP00000250498
ENSG00000129562	ENSP00000440242
ENSG00000129562	ENSP00000440821
ENSG00000129562	ENSP00000442074
ENSG00000129625	ENSP00000261482
ENSG00000129625	ENSP00000368959
ENSG00000129625	ENSP00000421305
ENSG00000129625	ENSP00000421881
ENSG00000129625	ENSP00000425901
ENSG00000129654	ENSP00000323880
ENSG00000129680	ENSP00000318086
ENSG00000129680	ENSP00000359694
ENSG00000129680	ENSP00000359695
ENSG00000129680	ENSP00000359697
ENSG00000129696	ENSP00000353971
ENSG00000129696	ENSP00000411169
ENSG00000129696	ENSP00000428401
ENSG00000129696	ENSP00000428569
ENSG00000129696	ENSP00000478396
ENSG00000129749	ENSP00000250699
ENSG00000129749	ENSP00000432757
ENSG00000129749	ENSP00000437107
ENSG00000129757	ENSP00000370101
ENSG00000129757	ENSP00000411257
ENSG00000129757	ENSP00000411552
ENSG00000129757	ENSP00000413720
ENSG00000129810	ENSP00000263753
ENSG00000129810	ENSP00000306581
ENSG00000129810	ENSP00000389034
ENSG00000129810	ENSP00000394613
ENSG00000129810	ENSP00000394625
ENSG00000129810	ENSP00000394957
ENSG00000129810	ENSP00000397672
ENSG00000129810	ENSP00000410458
ENSG00000129810	ENSP00000411200
ENSG00000129810	ENSP00000413070
ENSG00000129810	ENSP00000414129
ENSG00000129810	ENSP00000414960
ENSG00000129911	ENSP00000250916
ENSG00000129911	ENSP00000439973
ENSG00000129911	ENSP00000480570
ENSG00000129911	ENSP00000483701
ENSG00000129932	ENSP00000250937
ENSG00000129932	ENSP00000398882
ENSG00000129932	ENSP00000464905
ENSG00000129932	ENSP00000468416
ENSG00000130005	ENSP00000252288
ENSG00000130005	ENSP00000403536
ENSG00000130005	ENSP00000466341
ENSG00000130021	ENSP00000370467
ENSG00000130021	ENSP00000396452
ENSG00000130021	ENSP00000406260
ENSG00000130021	ENSP00000430995
ENSG00000130021	ENSP00000441208
ENSG00000130023	ENSP00000355734
ENSG00000130023	ENSP00000355735
ENSG00000130023	ENSP00000375945
ENSG00000130023	ENSP00000397661
ENSG00000130023	ENSP00000466335
ENSG00000130023	ENSP00000466474
ENSG00000130023	ENSP00000466679
ENSG00000130023	ENSP00000467582
ENSG00000130023	ENSP00000467665
ENSG00000130023	ENSP00000468124
ENSG00000130023	ENSP00000468240
ENSG00000130023	ENSP00000468722
ENSG00000130052	ENSP00000252336
ENSG00000130052	ENSP00000363725
ENSG00000130052	ENSP00000363727
ENSG00000130052	ENSP00000428031
ENSG00000130066	ENSP00000368553
ENSG00000130066	ENSP00000368555
ENSG00000130066	ENSP00000368556
ENSG00000130066	ENSP00000368572
ENSG00000130119	ENSP00000338573
ENSG00000130119	ENSP00000354091
ENSG00000130147	ENSP00000340237
ENSG00000130147	ENSP00000375867
ENSG00000130147	ENSP00000386862
ENSG00000130147	ENSP00000387995
ENSG00000130147	ENSP00000403251
ENSG00000130147	ENSP00000414740
ENSG00000130147	ENSP00000415391
ENSG00000130150	ENSP00000369860
ENSG00000130150	ENSP00000473271
ENSG00000130150	ENSP00000473379
ENSG00000130150	ENSP00000473570
ENSG00000130159	ENSP00000252440
ENSG00000130159	ENSP00000270517
ENSG00000130159	ENSP00000412712
ENSG00000130159	ENSP00000462957
ENSG00000130159	ENSP00000464783
ENSG00000130159	ENSP00000465162
ENSG00000130159	ENSP00000465181
ENSG00000130159	ENSP00000466415
ENSG00000130159	ENSP00000466559
ENSG00000130159	ENSP00000466762
ENSG00000130159	ENSP00000467436
ENSG00000130159	ENSP00000468783
ENSG00000130164	ENSP00000252444
ENSG00000130164	ENSP00000397829
ENSG00000130164	ENSP00000437639
ENSG00000130164	ENSP00000440520
ENSG00000130164	ENSP00000453346
ENSG00000130164	ENSP00000453513
ENSG00000130164	ENSP00000453557
ENSG00000130164	ENSP00000453696
ENSG00000130164	ENSP00000454071
ENSG00000130177	ENSP00000252457
ENSG00000130177	ENSP00000252458
ENSG00000130177	ENSP00000348554
ENSG00000130177	ENSP00000353549
ENSG00000130177	ENSP00000364457
ENSG00000130177	ENSP00000364459
ENSG00000130177	ENSP00000486027
ENSG00000130193	ENSP00000338607
ENSG00000130193	ENSP00000427970
ENSG00000130202	ENSP00000252483
ENSG00000130202	ENSP00000252485
ENSG00000130202	ENSP00000465511
ENSG00000130202	ENSP00000465587
ENSG00000130202	ENSP00000468305
ENSG00000130203	ENSP00000252486
ENSG00000130203	ENSP00000410423
ENSG00000130203	ENSP00000413135
ENSG00000130203	ENSP00000413653
ENSG00000130204	ENSP00000252487
ENSG00000130204	ENSP00000385184
ENSG00000130204	ENSP00000410339
ENSG00000130204	ENSP00000465032
ENSG00000130204	ENSP00000465608
ENSG00000130204	ENSP00000465611
ENSG00000130204	ENSP00000466084
ENSG00000130208	ENSP00000465190
ENSG00000130208	ENSP00000465356
ENSG00000130208	ENSP00000465710
ENSG00000130208	ENSP00000466146
ENSG00000130208	ENSP00000466227
ENSG00000130208	ENSP00000467368
ENSG00000130208	ENSP00000467504
ENSG00000130208	ENSP00000468029
ENSG00000130208	ENSP00000468276
ENSG00000130222	ENSP00000252506
ENSG00000130222	ENSP00000364924
ENSG00000130270	ENSP00000311336
ENSG00000130270	ENSP00000437115
ENSG00000130270	ENSP00000439993
ENSG00000130270	ENSP00000444334
ENSG00000130270	ENSP00000445204
ENSG00000130270	ENSP00000465027
ENSG00000130299	ENSP00000313818
ENSG00000130299	ENSP00000351644
ENSG00000130299	ENSP00000354598
ENSG00000130299	ENSP00000469008
ENSG00000130299	ENSP00000470109
ENSG00000130299	ENSP00000471421
ENSG00000130299	ENSP00000471657
ENSG00000130299	ENSP00000472156
ENSG00000130299	ENSP00000473150
ENSG00000130303	ENSP00000252593
ENSG00000130313	ENSP00000252603
ENSG00000130313	ENSP00000471446
ENSG00000130313	ENSP00000471951
ENSG00000130313	ENSP00000472345
ENSG00000130338	ENSP00000356061
ENSG00000130338	ENSP00000356064
ENSG00000130338	ENSP00000481804
ENSG00000130340	ENSP00000376024
ENSG00000130340	ENSP00000479382
ENSG00000130340	ENSP00000482087
ENSG00000130340	ENSP00000482920
ENSG00000130347	ENSP00000358059
ENSG00000130347	ENSP00000444261
ENSG00000130363	ENSP00000252655
ENSG00000130363	ENSP00000356036
ENSG00000130363	ENSP00000393195
ENSG00000130382	ENSP00000252674
ENSG00000130396	ENSP00000252692
ENSG00000130396	ENSP00000341118
ENSG00000130396	ENSP00000355771
ENSG00000130396	ENSP00000375956
ENSG00000130396	ENSP00000375960
ENSG00000130396	ENSP00000383623
ENSG00000130396	ENSP00000383625
ENSG00000130396	ENSP00000383626
ENSG00000130396	ENSP00000404595
ENSG00000130396	ENSP00000414675
ENSG00000130396	ENSP00000421441
ENSG00000130396	ENSP00000422166
ENSG00000130396	ENSP00000423035
ENSG00000130396	ENSP00000424188
ENSG00000130396	ENSP00000426462
ENSG00000130449	ENSP00000252744
ENSG00000130487	ENSP00000379034
ENSG00000130511	ENSP00000252807
ENSG00000130511	ENSP00000270061
ENSG00000130511	ENSP00000472975
ENSG00000130511	ENSP00000475352
ENSG00000130511	ENSP00000475538
ENSG00000130511	ENSP00000475668
ENSG00000130511	ENSP00000476084
ENSG00000130511	ENSP00000476092
ENSG00000130511	ENSP00000476567
ENSG00000130511	ENSP00000486132
ENSG00000130518	ENSP00000376213
ENSG00000130518	ENSP00000470780
ENSG00000130518	ENSP00000472912
ENSG00000130518	ENSP00000475649
ENSG00000130518	ENSP00000475861
ENSG00000130518	ENSP00000476085
ENSG00000130518	ENSP00000476292
ENSG00000130518	ENSP00000481156
ENSG00000130520	ENSP00000469028
ENSG00000130520	ENSP00000469468
ENSG00000130520	ENSP00000475950
ENSG00000130520	ENSP00000476184
ENSG00000130520	ENSP00000477443
ENSG00000130522	ENSP00000252818
ENSG00000130522	ENSP00000475153
ENSG00000130589	ENSP00000393257
ENSG00000130589	ENSP00000417401
ENSG00000130590	ENSP00000358902
ENSG00000130590	ENSP00000404839
ENSG00000130592	ENSP00000308383
ENSG00000130592	ENSP00000371194
ENSG00000130592	ENSP00000383932
ENSG00000130592	ENSP00000384022
ENSG00000130592	ENSP00000400346
ENSG00000130592	ENSP00000400999
ENSG00000130592	ENSP00000402543
ENSG00000130592	ENSP00000403460
ENSG00000130592	ENSP00000411191
ENSG00000130592	ENSP00000412405
ENSG00000130592	ENSP00000414106
ENSG00000130592	ENSP00000416363
ENSG00000130592	ENSP00000484140
ENSG00000130595	ENSP00000278317
ENSG00000130595	ENSP00000344870
ENSG00000130595	ENSP00000370969
ENSG00000130595	ENSP00000370970
ENSG00000130595	ENSP00000370975
ENSG00000130595	ENSP00000370991
ENSG00000130595	ENSP00000371001
ENSG00000130595	ENSP00000380468
ENSG00000130595	ENSP00000380471
ENSG00000130595	ENSP00000413203
ENSG00000130595	ENSP00000415614
ENSG00000130598	ENSP00000252898
ENSG00000130598	ENSP00000371330
ENSG00000130598	ENSP00000371331
ENSG00000130598	ENSP00000371336
ENSG00000130598	ENSP00000481242
ENSG00000130643	ENSP00000252939
ENSG00000130643	ENSP00000357543
ENSG00000130643	ENSP00000357546
ENSG00000130653	ENSP00000277531
ENSG00000130653	ENSP00000384610
ENSG00000130653	ENSP00000436165
ENSG00000130706	ENSP00000253003
ENSG00000130706	ENSP00000478877
ENSG00000130706	ENSP00000479008
ENSG00000130706	ENSP00000480756
ENSG00000130731	ENSP00000440475
ENSG00000130731	ENSP00000440765
ENSG00000130731	ENSP00000444140
ENSG00000130731	ENSP00000444460
ENSG00000130731	ENSP00000445926
ENSG00000130731	ENSP00000454359
ENSG00000130731	ENSP00000454764
ENSG00000130731	ENSP00000454993
ENSG00000130731	ENSP00000455614
ENSG00000130731	ENSP00000456393
ENSG00000130731	ENSP00000456569
ENSG00000130731	ENSP00000482089
ENSG00000130748	ENSP00000253047
ENSG00000130755	ENSP00000253054
ENSG00000130755	ENSP00000468894
ENSG00000130755	ENSP00000469050
ENSG00000130755	ENSP00000469485
ENSG00000130755	ENSP00000469755
ENSG00000130755	ENSP00000469813
ENSG00000130755	ENSP00000469877
ENSG00000130755	ENSP00000471139
ENSG00000130755	ENSP00000471786
ENSG00000130755	ENSP00000472249
ENSG00000130755	ENSP00000472707
ENSG00000130766	ENSP00000253063
ENSG00000130770	ENSP00000335203
ENSG00000130770	ENSP00000435341
ENSG00000130770	ENSP00000435579
ENSG00000130770	ENSP00000437337
ENSG00000130772	ENSP00000362948
ENSG00000130772	ENSP00000381963
ENSG00000130775	ENSP00000329862
ENSG00000130775	ENSP00000363031
ENSG00000130775	ENSP00000363035
ENSG00000130775	ENSP00000363037
ENSG00000130775	ENSP00000392414
ENSG00000130775	ENSP00000398049
ENSG00000130775	ENSP00000413725
ENSG00000130787	ENSP00000253083
ENSG00000130787	ENSP00000446236
ENSG00000130810	ENSP00000253107
ENSG00000130810	ENSP00000377382
ENSG00000130810	ENSP00000410485
ENSG00000130810	ENSP00000415467
ENSG00000130810	ENSP00000415988
ENSG00000130812	ENSP00000253109
ENSG00000130812	ENSP00000465597
ENSG00000130812	ENSP00000467930
ENSG00000130821	ENSP00000253122
ENSG00000130821	ENSP00000394742
ENSG00000130821	ENSP00000400463
ENSG00000130821	ENSP00000403041
ENSG00000130821	ENSP00000403682
ENSG00000130821	ENSP00000404046
ENSG00000130822	ENSP00000340586
ENSG00000130822	ENSP00000359161
ENSG00000130822	ENSP00000359164
ENSG00000130822	ENSP00000359169
ENSG00000130822	ENSP00000390812
ENSG00000130822	ENSP00000391264
ENSG00000130822	ENSP00000391772
ENSG00000130822	ENSP00000395360
ENSG00000130822	ENSP00000396128
ENSG00000130822	ENSP00000397085
ENSG00000130822	ENSP00000400671
ENSG00000130822	ENSP00000401542
ENSG00000130822	ENSP00000405950
ENSG00000130822	ENSP00000407173
ENSG00000130822	ENSP00000411267
ENSG00000130822	ENSP00000415770
ENSG00000130826	ENSP00000358563
ENSG00000130826	ENSP00000389304
ENSG00000130826	ENSP00000395693
ENSG00000130826	ENSP00000400542
ENSG00000130826	ENSP00000407253
ENSG00000130826	ENSP00000407325
ENSG00000130826	ENSP00000478387
ENSG00000130830	ENSP00000358544
ENSG00000130830	ENSP00000358547
ENSG00000130830	ENSP00000377163
ENSG00000130830	ENSP00000377165
ENSG00000130830	ENSP00000389321
ENSG00000130830	ENSP00000391701
ENSG00000130830	ENSP00000400155
ENSG00000130830	ENSP00000400700
ENSG00000130830	ENSP00000410888
ENSG00000130844	ENSP00000253144
ENSG00000130844	ENSP00000393336
ENSG00000130844	ENSP00000393817
ENSG00000130844	ENSP00000421014
ENSG00000130844	ENSP00000421728
ENSG00000130844	ENSP00000422471
ENSG00000130844	ENSP00000422586
ENSG00000130844	ENSP00000423156
ENSG00000130844	ENSP00000423263
ENSG00000130844	ENSP00000423675
ENSG00000130844	ENSP00000424835
ENSG00000130844	ENSP00000424929
ENSG00000130844	ENSP00000425517
ENSG00000130844	ENSP00000426127
ENSG00000130844	ENSP00000426155
ENSG00000130844	ENSP00000426458
ENSG00000130844	ENSP00000427439
ENSG00000130844	ENSP00000427532
ENSG00000130956	ENSP00000364398
ENSG00000130956	ENSP00000364400
ENSG00000131015	ENSP00000356320
ENSG00000131016	ENSP00000253332
ENSG00000131016	ENSP00000346702
ENSG00000131016	ENSP00000352794
ENSG00000131016	ENSP00000384537
ENSG00000131018	ENSP00000341887
ENSG00000131018	ENSP00000346701
ENSG00000131018	ENSP00000356217
ENSG00000131018	ENSP00000356220
ENSG00000131018	ENSP00000356222
ENSG00000131018	ENSP00000356224
ENSG00000131018	ENSP00000356226
ENSG00000131018	ENSP00000390858
ENSG00000131018	ENSP00000390975
ENSG00000131018	ENSP00000396024
ENSG00000131018	ENSP00000414510
ENSG00000131018	ENSP00000437411
ENSG00000131018	ENSP00000438508
ENSG00000131018	ENSP00000440193
ENSG00000131018	ENSP00000441052
ENSG00000131018	ENSP00000441264
ENSG00000131018	ENSP00000442805
ENSG00000131018	ENSP00000443879
ENSG00000131018	ENSP00000446021
ENSG00000131018	ENSP00000481873
ENSG00000131042	ENSP00000319960
ENSG00000131042	ENSP00000375626
ENSG00000131042	ENSP00000375628
ENSG00000131042	ENSP00000375629
ENSG00000131042	ENSP00000394130
ENSG00000131042	ENSP00000410117
ENSG00000131042	ENSP00000484266
ENSG00000131043	ENSP00000313674
ENSG00000131043	ENSP00000363043
ENSG00000131043	ENSP00000380455
ENSG00000131067	ENSP00000338964
ENSG00000131067	ENSP00000394993
ENSG00000131067	ENSP00000486190
ENSG00000131067	ENSP00000486589
ENSG00000131069	ENSP00000253382
ENSG00000131069	ENSP00000353804
ENSG00000131069	ENSP00000417783
ENSG00000131069	ENSP00000418152
ENSG00000131069	ENSP00000418362
ENSG00000131069	ENSP00000418608
ENSG00000131069	ENSP00000418812
ENSG00000131069	ENSP00000419167
ENSG00000131069	ENSP00000419925
ENSG00000131069	ENSP00000420105
ENSG00000131069	ENSP00000420351
ENSG00000131089	ENSP00000253401
ENSG00000131089	ENSP00000364004
ENSG00000131089	ENSP00000364006
ENSG00000131089	ENSP00000364012
ENSG00000131089	ENSP00000399994
ENSG00000131089	ENSP00000485083
ENSG00000131089	ENSP00000485086
ENSG00000131089	ENSP00000485144
ENSG00000131089	ENSP00000485160
